Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Sweet,Vegetarian,Venison,Not Your Usual,Finalist,Winner
The Incredible Hulk,"Broccoli and pistachio patty with smoked vegan cheese, slaw, avocado, apple and kiwifruit salsa verde and herb aioli in a Pandoro spirulina bun, with beetroot crisps",The Botanist,$22.00,2018,,,,,,,,Yes,,,,
It's Not Our First Rodeo,"All beef patty, double American cheese, bacon, deep fried onion rings, jalapeños, BBQ sauce and mayo in a milk bun, with smoked salt fries and ketchup",The Bresolin,$28.00,2018,Yes,,,,,,,,,,,
The Leonardo de LAMBbrio burger - Just for EWE,"Duet of lamb with mint, aubergine, Zany Zeus feta, smoked tzatziki in a handmade bun, with kūmara fries",The Butcher and Brewer,$25.00,2018,,,,Yes,,,,,,,,
Queen V's Beefeater,"Beef patty with fruit chutney, Zany Zeus Smoked Brinza cheese and fresh greens in a seed bun, with handcut fries",The Cambridge Hotel,$18.00,2018,Yes,,,,,,,,,,,
The Roast with the Most,"Beef, sausage and bacon patty with bubble and squeak, cauliflower and Gruyère cheese sauce, and carrot crunch, with root vegetable crisps",The Churchill,$23.00,2018,Yes,,,,,,,,,,,
Chicky Chicky Wah Wah v.s. Decapod Davy & The King Prawn Kid,"BBQ chicken with sous-vide pineapple, bacon, spicy prawn cocktail and nam jim mayo in a Turkish bun, topped with tempura crab and BBQ chilli prawns",The Crab Shack,$28.00,2018,,Yes,,,,,,,,,,
Deer Mary,"Wairarapa venison patty with housemade whisky BBQ sauce in a Pandoro Scottish milk bap, with a prawn Bloody Mary and fried sweet potato",The Establishment,$22.00,2018,,,,,,,,,Yes,,,
Birds of the Feathers,"Ground turkey patty and smoked duck, topped with pâté and a smoked orange and cranberry relish in a bap, with stuffing pom-poms",The Featherston City Tavern,$22.00,2018,,,Yes,,,,,,,,,
Birthday Banger Burger,"Housesmoked pork kielbasa sausage patty with cumin Gouda and Fermentary sauerkraut in a Brezel bun, with fries and homemade ketchup",The Fermentery,$19.00,2018,,,,,Yes,,,,,,,
The Glazed Babe,"Manuka slow-roasted pulled pork, maple-candied bacon, housesmoked cheese in an apple-glazed doughnut, with seasonal vegetable crisps",The Glazed Babe,$22.00,2018,,,,,Yes,,,,,,,
The Doping Scandal,"Buttermilk fried chicken with Acme pickles, Kāpiti Kōwhai Gruyère and slaw in a Zaida's Bakery milk bun, with hot sauce syringe, fries and blue cheese ranch",The Green Man Pub,$24.00,2018,,Yes,,,,,,,,,,
Elk a Brother Out,"Wapiti elk patty with Kingsmeade Wairarapa Jack cheese and tamarillo chutney in a Clareville Bakery bun, with seeded Agria fries",The Hangar,$25.00,2018,,,,,,,,,,Yes,,
Rōpū Burger,"Cheese-stuffed beef patty, onion rings, housemade hop tomato sauce, cheerios, and Pencarrow Sauvignon-pickled cucumber, with Kiwi dip and handcut chips",The Hop Garden,$18.00,2018,Yes,,,,,,,,,,,
Release the Karaagen,"Spiced chicken karaage, shiitake mushroom gravy, shaved Parmesan, and pickled ginger aioli in a Pandoro milk bun, with nori chicken salt fries",The Hotel Bristol,$19.00,2018,,Yes,,,,,,,,,,
Shoulder Rub,"Dry-rubbed beef shoulder with Pimento cheese, buttermilk coleslaw and pickles in a housemade bun, with fries and a green tomato aioli",The Larder,$23.00,2018,Yes,,,,,,,,,,,
A Royal Gala,"Apple tarte tatin patty with panko-crumbed leche fritter, rhubarb and burnt cinnamon cream in a cinnamon spiced bun",The Library,$22.00,2018,,,,,,,Yes,,,,,
Smoking Gun,"Boerewors sausage with triple- smoked bacon, pulled pork, Swiss cheese, and slaw in a pretzel bun, with chilli tomato sauce and fries",The Offering,$20.00,2018,,,,,Yes,,,,,,,
The Tasty Grub Burger,"Smoked beef brisket in bourbon sauce in a Zaida's Bakery bun, with baby spinach, homemade tomato jam, crispy bacon and caper bits, with chunky fries",The Old Bailey,$18.00,2018,Yes,,,,,,,,,,,
Beef BAOger,"Vietnamese beef patty with green papaya salad, pineapple, roasted peanuts, homemade BBQ sauce and mayo in a bao bun, with house fries and aioli",The Old Quarter,$18.00,2018,Yes,,,,,,,,,,,
Don't Worry a-Bao it,Eastbourne Village Meats beef patty with cheese in a bao bun – a twist on the classic American cheeseburger,The Ramen Shop,$12.00,2018,Yes,,,,,,,,,,,
Lamburgini,"Moroccan-spiced lamb with Zany Zeus feta in a Zaida's Bakery milk bun, with pickles and shoestring fries",The Realm Bar and Bistro,$20.00,2018,,,,Yes,,,,,,,,
Till the Cows Come Home,"Smoked grain-fed beef brisket, taleggio cheese, smoked mushroom mayo, fried egg, rocket and red onion in a bun",The Salt & Wood Collective,$22.00,2018,Yes,,,,,,,,,,,
Masquerade Burger,"Spicy vegan 'sunfed chicken', slaw, beetroot aioli and pickles in a brioche bun, with crunchy parsnip crisps.",The Still Room,$23.00,2018,,,,,,,,Yes,,,,
Beef Wellington,"Wellington Beef fillet with duck parfait, prosciutto, mushroom, shallots and green beans in a Pandoro bun, with duck fat potatoes",The Tasting Room,$20.00,2018,Yes,,,,,,,,,,,
Dip-itty-do-dah,"Beef patty with bacon, smoked beetroot, fried pickles, onion dip and rocket in an Old Bakehouse bun",Thistle Inn,$20.00,2018,Yes,,,,,,,,,,,
Mexican Mussel,"Moana Pacific Mussel fritter with smoked bacon, habanero and corn salsa, and lime mayo in a Pandoro bun",Thorndon Chippery,$14.00,2018,,,,,,Yes,,,,,,
"All Turkey, No Bull","Turkey marinated in lemon and honey, with pear and blue cheese on greens in a brioche bun",Thunderbird Café,$20.00,2018,,,,,,,,,,Yes,,
PorKimchiPop,"Longbush pulled pork with kimchi mayo, chilli jam, slaw and pork popcorn, in a Leeds St Bakery smoked-chilli bun, with kimchi-salted handcut chips",Ti Kouka Café,$24.00,2018,,,,,Yes,,,,,,,
Burger au Croute,"A 'pie-burger' of beef patty and cheese in a pastry case, with beef-dripping fries and housemade fermented ketchup",Tinakori Bistro,$20.00,2018,Yes,,,,,,,,,,,
Sons Of Liberty,"Beef patty with maple-cured bacon, boston beans, housemade pickle and onion rings in a tea-baked bun, with handcut chips",Trade Kitchen,$20.00,2018,Yes,,,,,,,,,,,
Three Messy Pigs Go Party,"Panko-crumbed pork fillet, crispy pork belly and streaky bacon with fennel and apple slaw, chipotle mayo and BBQ sauce in a brioche bun, with fries",Trentham Mess Hall,$23.00,2018,,,,,Yes,,,,,,,
Spicy Lady of Maxims,"Lamb patty with pickled red cabbage, beetroot, salsa verde, pommes maxim and whipped goat’s cheese, in a housemade walnut bun, with triple cooked chips",Union Square at the Martinborough Hotel,$24.00,2018,,,,Yes,,,,,,,,
The Chapo Burger,"Pork and beef patty marinated in an ancho chilli, orange, garlic, chipotle and axiote paste with coriander and jalapeño mayo, and pickled onion, with fries",Viva Mexico Left Bank,$16.00,2018,Yes,,,,Yes,,,,,,,
La Cochinita Del Diablo,"Slow-roasted pork burger marinated Mayan-style with refried beans, habanero mayo and grilled pineapple in a traditional Mexican bun, with fries",Viva Mexico Newtown,$17.00,2018,,,,,Yes,,,,,,,
Mexican Milanesa Torta,"Breadcrumbed beef patty with a housemade tomato salsa, frijoles refritos, jalapeño mayo, avocado, and Oaxacan cheese, with fries",Viva Mexico Petone,$17.00,2018,Yes,,,,,,,,,,,
The Wild Buck,"Brie-stuffed venison and bacon patty with cherry salsa and mizuna in a brioche bun, with fryums",Vivant! Restaurant,$20.00,2018,,,,,,,,,Yes,,,
Kāpiti Coast Mardi Gras,"Kāpiti Coast po'boy of pan-fried fish, popcorn shrimp, battered mussels and salad in a homemade bun, with remoulade and fries",Waimea,$24.00,2018,,,,,,Yes,,,,,,
Funky Chick!,"Fried buttermilk chicken, Sriracha, pickles and salad in a homemade bun, with waffle wedges",Waterfront Bar,$22.00,2018,,Yes,,,,,,,,,,
The Four Cheeser Pleaser,"Beef patty, quadruple cheddars, char-grilled onions, pickles, smoky BBQ tomato relish, aioli and mustard in a bun, with crispy skin fries",Whitby CO-OP Bar and Kitchen,$23.00,2018,Yes,,,,,,,,,,,
Mao Khaang Burger,"Thai fish cake with cucumber, chilli, mint, quick pickle, and nam jim mayo in a grilled milk bun, with sweet chilli fries",Wholesale Boot Company,$22.00,2018,,,,,,Yes,,,,,,
The Hulk,"Pork and fennel patty with soy and Peri Peri aioli in a Japanese-inspired green brioche bun, with golden straight-cut fries and wasabi mayo",Willi's Kitchen,$18.00,2018,,,,,Yes,,,,,,,
Brewed to the Bone,"Smoked beef short rib with candied bacon and Zany Zeus boozy cheese sauce in an Arobake bun, with curly fries",Wilson Barbecue @ The Third Eye,$25.00,2018,Yes,,,,,,,,,,,
Blue Deer,"Wairarapa venison patty with Gorgonzola aioli, beetroot-orange relish and homegrown rocket, with triple cooked chips",Zibibbo,$25.00,2018,,,,,,,,,Yes,,,
The Peacemaker,"Crumbed chicken thigh with grilled onion rings, Jack Monterey cheddar and whiskey-smoked baconnaise in a housemade milk bun, with handcut fries (NF).",1815 Café & Bar,$20.00,2017,,Yes,,,,,,,,,,
Beauty and The Beast,"Spiced Angus beef patty with smoked cheese, ugli relish, cos, tomato, herbs, chilli and kaffir lime mayonnaise in a housemade nut and seed bun, with spicy root chips.",Apachè,$19.00,2017,Yes,,,,,,,,,,Yes,
Buck and Duck,"Wild venison burger with homemade pickles, tomato, lettuce and a fried duck egg in a beetroot bun, with truffle fries (NF, DF option).",Artisan Dining House,$25.00,2017,,,,,,,,,Yes,,,
The Cheese Musketeers,"Three cheese: Aged cheddar, Zany Zeus smoked brinza and mozzarella croquette patty, smoked chipotle relish, red cabbage slaw, green tea aioli and jalapeños in a Zaida's milk bun, with paprika fries (V, NF, Pesc).",Basque,$21.00,2017,,,,,,,,Yes,,,,
Hunt for the Wilderburger,"Braised wild boar, bush bacon, watercress, Kāpiti Pakari cheese, L&P BBQ sauce, pūhā aioli on a Clareville Bakery beetroot bun with herb-salted kūmara chips (NF, DF option).",Beach Babylon,$23.00,2017,,,,,Yes,,,,,,,
"Land, Forest & Sea","Horopito spiced fish, pūhā pesto, wild rocket, seaweed in a rēwena bun (DF, Pesc, NF).",Beach House & Kiosk,$19.00,2017,,,,,,Yes,,,,,,
Hāngī Pants,"Hāngī lamb, stuffing, kūmara and fresh watercress, with kawakawa aioli between two fried bread buns, with a side of garlic hāngī potatoes",Beach Road Deli,$18.00,2017,,,,Yes,,,,,,,Yes,
Buckwheat Bulgogi Burger,"Marinated 18 hour-braised bulgogi beef with gochujang mayonnaise and kimchi slaw, in a Clareville Bakery buckwheat bun",Beat Kitchen,$16.00,2017,Yes,,,,,,,,,,,
Hāpi Meal,"Smashed BBQ pork patty with smoked bacon, Garage Project Hāpi Daze-brined pickles and housemade American cheese in an Arobake milk bun with shoestring fries, Hāpi Daze battered chicken nuggets and mini soft serve.",Bebemos,$24.00,2017,,,,,Yes,,,,,,,
Lemon & Poultry,"L&P marinated chargrilled chicken with smoked kūmara purée, parsnip crisps and grilled chorizo and corn salsa, with shoestring fries (DF, GF option)",Bethel Woods,$21.00,2017,,Yes,,,,,,,,,,
Death From Above Burger,Garage Project Death From Above-braised alpaca loin with Brussels sprouts slaw and mango lime dressing in a Pasteleria Sans Rival hop-infused bun with polenta chips,Bin44 Restaurant + Bar,$18.50,2017,,,,,,,,,,Yes,,
Beef Béarnaise,"Angus beef patty with Béarnaise sauce, caramelised onions and rocket in a housemade herb bun, with double-cooked handcut fries (NF).",Boulcott Street Bistro,$24.00,2017,Yes,,,,,,,,,,,
Bambi's Farewell,"Ground venison burger with spiced beetroot relish, smokey bacon, cheddar, aioli and iceberg with potato skins.",Brew'd Boulcott,$22.00,2017,,,,,,,,,Yes,,,
Where's Donald?,"Hoisin-braised confit duck with crunchy filo, Asian greens, spring onion, leek slaw, pickled ginger and coriander syrup and soy aioli in a steamed bun.",Brew'd Stokes Valley,$23.00,2017,,,Yes,,,,,,,,,
The Score,"Aged beef patty, double-smoked bacon and tomato jam, cheddar, shredded lettuce, and Marmite or Vegemite mayonnaise - which ‘mitey’ spread will reign supreme.",Burger Liquor,$16.00,2017,Yes,,,,Yes,,,,,,,
Jemma's Crafty Quarter Burger,"1/4 lb beef patty marinated in pale ale with onion rings, coleslaw, crispy bacon, Kāpiti cheddar, onion relish and BBQ sauce in a Zaida’s bun, with agria fries (NF).",CQ Restaurant,$18.00,2017,Yes,,,,Yes,,,,,,,
Holy Cow 2,"Beef patty with Mela cider, Kingsmeade Wairarapa Jack cheddar and Fix & Fogg peanut butter BBQ sauce in a Clareville Bakery bun, with sweet potato fries (DF option, GF option, NF option).",Café Medici,$22.00,2017,Yes,,,,,,,,,,Yes,
Beer Battered Oyster Burger,"Garage Project BEER-battered oysters with lettuce, Capitol tomato ketchup and tartare sauce in a brioche bun (DF, Pesc, NF).",Capitol Restaurant,$25.00,2017,,,,,,Yes,,,,,,
It'll Be Sweet 2.0!,"Cookie-crumbed burnt chocolate gelato patty with Bohemein white chocolate cheese, smoked salted caramel mustard and raspberry ketchup in a Clareville Bakery doughnut bun (NF, Pesc, V)",Carrello del Gelato,$13.50,2017,,,,,,,Yes,Yes,,,,
Charley's Double Cheese Burger,"Housemade Angus beef patty with house BBQ sauce, zucchini pickle and double cheddar cheese in a Brezelmania semolina bun, with house fries (DF, GF, NF option).",Charley Noble Eatery & Bar,$23.00,2017,Yes,,,,,,,,,,,
Fisherman's Lunchbox,"Warehou and pāua fritter, Harringtons bacon, smoked tomato sauce and caper and kawakawa aioli in a Pandora bap with kūmara and potato crisps (NF, Pesc option)",CoCo At The Roxy,$22.00,2017,,,,,Yes,Yes,,,,,,
"Tripp'd, Flipp'd, Dipp'd","Two smoked lamb patties and slow-cooked lamb shoulder with double cheese, pickles, mustard and ketchup, in a Zaida's milk bun, with fries and gravy (NF)",Coene's Bar & Eatery,$24.00,2017,,,,Yes,,,,,,,,
The Lock Stock,"Smoked cheese and Rocket Fuel-stuffed Angus beef burger with coffee rub, candied bacon and tangy ranch slaw in a Pandoro bun, with fries (NF).",Concrete Bar,$20.00,2017,Yes,,,,,,,,,,,
Kōura Burger,"Crayfish and chorizo patty, kiwifruit salsa, Hoot Bloody Mary sauce and butterhead lettuce in an Arobake brioche bun (GF, Pesc, NF).",Counter Culture,$25.00,2017,,,,,Yes,Yes,,,,,,
Bistro Burger,"Crumbed slow-cooked lamb shoulder with beetroot relish, pickled cabbage, Kāpiti Aorangi brie, sweet chilli and aioli in a Zaida's bun with handcut chips",Cuba St Bistro,$23.00,2017,,,,Yes,,,,,,,,
The Hot Mess,"Bacon-wrapped beef patty stuffed with Zany Zeus cream cheese, chorizo and jalapeños with onion rings, BBQ and Panhead Supercharger sauce, with housecut Agria chips (GF, NF option).",D4 on Featherston,$25.00,2017,Yes,,,,Yes,,,,,,,
Three Little Piggies,"Apple-smoked pork cheeks with bacon, mustard slaw and baconnaise in a Brezelmania potato bun",Dillinger's,$24.00,2017,,,,,Yes,,,,,,,
Double Your Cluck!,"A duo of roasted lemon, oregano and paprika chicken and charcoal-grilled jerk chicken, both with aioli, slaw, cheese and bacon balls in slider buns",Dockside Restaurant & Bar,$18.00,2017,,Yes,,,Yes,,,,,,,
Crouching Chicken Burger,"Lemongrass fried chicken, spicy peach chutney, satay mayonnaise, chilli slaw, Clareville Bakery turmeric and cumin bun. With wonton chips and togarashi salt",Dragonfly,$22.00,2017,,Yes,,,,,,,,,,
Smokey Sings the Blues,"Waikanae Butcher beef patty with streaky bacon, caramelised onion, Kāpiti Kikorangi blue cheese, smoked Parkvale mushroom mayo and greens in a Kiss & Bake Up bun.",Dutchy's Burger Joint,$18.00,2017,Yes,,,,,,,,,,,
Filet-O-Cray,"Crumbed crayfish and squid, crayfish tartare, housemade cheese, steamed bun, served with pāua saltdusted shoestring fries (NF, Pesc)",Egmont St. Eatery,$25.00,2017,,,,,,Yes,,,,,,
Lolita Popper,"Panko-crumbed tarakihi fillet with jalapeño poppers, iceberg, red onion and housemade caper aioli in a bun (Pesc, NF)",Ekim Burgers,$13.00,2017,,,,,,Yes,,,,,,
Conquistador,"Housesmoked fish fillet with homemade roast pimento and caper aioli, red onion and fennel cabbage slaw in a homemade bun, with patatas bravas (GF, NF, Pesc).","El Matador - Café, Asador Grill & Bar",$21.50,2017,,,,,,Yes,,,,,,
The Elemental Stack,"Free range chicken thigh marinated in coconut aminos with kimchi, vegetable tempura, lettuce and housemade mayonnaise, in an almond and coconut flour bun. Add kūmara, beetroot and parsnip fries for $4 (GF, DF)",Elemental Eats,$16.00,2017,,Yes,,,,,,,,,,
New Hope,"Beef patty, grilled portobello mushroom, Garage Project Aro Noir beer onions, pickles, Zaida's milk bun",Eva Beva,$19.00,2017,Yes,,,,,,,,,,,
Flippin' the Bird,"Roast chicken patty, Sunday roast vegetable hash, caramelised onions, mayonnaise and smoked brinza on a sage stuffing bun with chicken gravy (NF).",Five Boroughs,$22.00,2017,,Yes,,,,,,,,,,
The Impossible Burger,"An 'impossible' vegetarian patty with pickles, American cheese and Dime special sauce in a housebaked potato bun (V).",Five and Dime,$25.00,2017,,,,,,,,Yes,,,Yes,
The Infinite Gladness,"Lamb and haggis patty with pickled gherkin slaw and Kāpiti smoked cheddar in a turnip bun, with parsnip chips and scotch ale mayonnaise",Fork & Brewer,$21.00,2017,,,,Yes,,,,,,,,
Tararua Huntsman,"Smoked paprika and venison patty with Kingsmeade Wairarapa Jack cheddar and housemade BBQ sauce in a Clareville Bakery sesame bun, with handcut fries (DF option, GFoption, NF option, Pesc option, V option)",Foxglove Bar & Kitchen,$24.00,2017,,,,,,,,,Yes,,,
Sudaca Burger,"Housemade chorizo patty made with free range pork with avocado, edam, mayonnaise and pebre sauce in a housemade bun, with handcut soft fries (NF, DF option).",Franziska,$17.00,2017,,,,,Yes,,,,,,,
The Fratelli LAMBorghini,"Lamb shoulder and Zany Zeus ricotta patty with beetroot chutney, pancetta and smoked Zany Zeus brinza in garlic and rosemary focaccia, with parmesan polenta chips (NF).",Fratelli,$22.00,2017,,,,Yes,,,,,,,,
That Chick's a Real Jerk,"Chargrilled jerk chicken thigh with bacon, pineapple salsa and Baxter's Original chipotle mayonnaise in a Pandoro milk bun, with shoestring fries and stuffed jalapeño",Glasshouse Bar and Grill,$23.00,2017,,Yes,,,Yes,,,,,,,
The Double Dose,"Smokey venison and blue cheese patty and Boerewors sausage patty with gouda, local beetroot, tomato, lettuce, mustard and Greytown Hotel spicy BBQ sauce (NF).",Greytown Hotel,$22.00,2017,,,,,,,,,Yes,,,
Mr. Beefy,"Cheese-stuffed pasturefed beef patty with Tuatara London Porter-braised beef brisket, bell peppers, jalapeño hot sauce and pilsner cheese sauce (NF)",Grill Meats Beer,$24.00,2017,Yes,,,,,,,,,,,
Smokaccino,"Smoked Italian sausage with brisket, bacon, red-eye mayonnaise and pickles, in a dinner roll (NF).",Hillside Kitchen & Cellar,$20.00,2017,,,,,Yes,,,,,,,
