Burger Name,Burger Description,Restaurant,Price,Year,Beef,Chicken,Duck,Lamb,Pork,Seafood,Venison,Vegetarian,Sweet,Not Your Usual,Finalist,Winner
Sub Bourbon Legend,"Grilled beef patty with pulled bourbon brisket, cheese croquettes, onion rings, candied bacon, pickles, pink onions and bourbon mayonnaise in a Brezelmania brioche bun, with waffle fries.",Khandallah Trading Company,27,2021,Yes,,,,,,,,,,,
Hypebeef,"Smoked bacon and beef patty with tomato relish, 12-month cheddar, white truffle oil and kombucha battered onion rings in a Zaida's milk bun, with fries.",Kilbirnie Cafe,20,2021,Yes,,,,,,,,,,,
Here Piggy Piggy,"Grilled pork belly with apple and fennel raspberry slaw, L'affare coffee and bourbon BBQ sauce in an Arobake raspberry brioche bun, with pork crackling seasoned chips.",L'affare,22,2021,,,,,Yes,,,,,,,
Salsiccia e Friarelli,"Free range Wairarapa pork sausage with provolone, turnip leaves, garlic, chilli and oregano in an Arobake ciabatta bun.",La Bella Italia,17,2021,,,,,Yes,,,,,,,
It's All for Ewe,"Goat cheese stuffed lamb patty with berry slaw, lettuce and raspberry coulis in a homebaked brioche style bun, with chunky fries and Belgian chocolate sauce.",Lanes Bar and Bowling,23,2021,,,,Yes,,,,,,,,
Galactic Shrooms,"Portobello mushroom with chipotle mushroom carnitas, ruby slaw with toasted pepitas and roasted garlic refried beans in a Zaida's black charcoal bun, with smoked paprika aioli and black tortilla chips.",Laundry,21,2021,,,,,,,,Yes,,,,
The Pineapple Express,"BBQ Longbush pork with crunchy slaw, pineapple, chili, lime, coriander salsa and BBQ sauce in a Leeds Street Bakery pineapple brioche bun.",Leeds Street Bakery,21,2021,,,,,Yes,,,,,,,
Beef With the Pigs,"Beef patty with smoked fried and sliced pork belly, cheese, pickled apple cider vinegar red cabbage, spicy BBQ, APA mayonnaise and smoked chipotle maple mayonnaise in a Brezelmania charcoal milk bun, with fried apple wedges, cheese sauce and pork crackling dust.",Leroy's Bar,23,2021,Yes,,,,Yes,,,,,,,
A Bit On the Side,"Crumbed seasoned market fish with iceberg, pineapple slice and spicy mayonnaise in a toasted Zaida's ciabatta bun, with thick-cut Belgian frites and spicy mayonnaise.",Leuven Belgian Beer Café,20,2021,,,,,,Yes,,,,,,
Eat Y'Self Fitter,"Double Preston's Master Butchers ground chuck, brisket and house-cured bacon patties with Remutaka Pass Creamery washed rind cheese, American cheddar, quick-pickled white onion and shredded lettuce in a 'last night's' pepperoni pizza French toast bun, with pickle, chili and ketchup 'prawn crackers'.",Little Beer Quarter,24,2021,Yes,,,,,,,,,,,
This Little Piggy Got Crumbed,"Miso and ginger marinated pulled Strathmore Butchery bacon katsu with colcannon potato cake, blanched cabbage, Shoots NZ micro red mix, Esther's chilli pickled carrot and bacon aioli in a Brezelmania charcoal potato bun, with handcut chips and Esther's fermented tomato sauce.",Little Sprig,25,2021,,,,,Yes,,,,,,,
Wholly Cluck,"Chicken tandoori tikka with green chutney ranch, latcha vegetables and fried poppadom in a Zaida's beetroot and sesame bun, with Chaat spiced potato crisps and kasundi mayo.",Lola Rouge,23,2021,,Yes,,,,,,,,,,
Cityside Seashore,"Tuna sashimi with smoked unagi eel, deep-fried oyster, shallot vinegar aioli and Pickle & Pie pickles in a Pandoro squid ink bun, with paua-salted fries and wasabi mayo.",Lola Stays,30,2021,,,,,,Yes,,,,,,
El Cerdo Cursi,"Pork shoulder carnitas with smoky Kāpiti cheese queso blanco, lime aioli, achiote butter, fried avocado and watercress in a Brezelmania pretzel bun, with sunchoke crisps.",Los Banditos,25,2021,,,,,Yes,,,,,,,
The Big Cheesy,"Handmade beef patty with smoked cheddar, mozzarella, bacon and olive oil red pepper dressing in a Pandoro ciabatta bun.",Love Not Lost,18,2021,Yes,,,,,,,,,,,
Kisa-lak,"Wagyu beef patty with spiced tomato sauce, The Drunken Nanny lush goats cheese and sumac onions in a steamed Zaida's milk bun.",LTD.,20,2021,Yes,,,,,,,,,,,
Lil Kim-chi,"Sticky fried chicken with cucumber salad, Esther's kimchi and gochujang mayonnaise in a Brezelmania sesame milk bun, with shoestring fries and Esther's KimChup.",LUCKY,22,2021,,Yes,,,,,,,,,,
The Final Kraut Down,"Beef patty with housemade corned beef, emmental cheese, pickled cabbage, gherkins, mustard cream and Island BBQ relish in a Brezelmania milk bun, with handmade fennel salt fries and cheesy kiwi onion dip.",Lulu Bar,25,2021,Yes,,,,,,,,,,,
Lamb Samba,"Tamarind braised lamb with grilled citrus and herb lamb patty, jalapeño cheddar, batavia lettuce, pink onions, cinnamon pickles, chimichurri mayonnaise, candy floss and meringue crumb in a Brezelmania charcoal milk bun, with polenta chips and chipotle sauce.",Mac's Brewbar,25,2021,,,,Yes,,,,,,,,
Tropic Thunder,"Grilled 'Bacolod' chicken with burnt onion, calamansi mayo, spiced mango curd and atchara pickled green papaya in a Brezelmania pandesal bun, with wings and banana ketchup.",Master Kong,27,2021,,Yes,,,,,,,,,,
Mr. Lava Lava,"Hardy Street Butcher smashed beef patty with chorizo cheese sauce, poblano crema, lettuce and coriander in a Dough Bakery coffee brioche bun, with a beef cheek croqueta and coffee crema.",Mexico Petone,22,2021,Yes,,,,,,,,,,,
Meat Sweats,"Beef patty with beef skirt, Harringtons bacon lardon barbacoa, BBQ sauce, red onion, queso fundido, chipotle mayonnaise and whole pickle in a bun.",Mexico Wellington,20,2021,Yes,,,,Yes,,,,,,,
The Big Marco,"Ostrich patty stuffed with Kāpiti smoked cheddar, jalapeño and bacon with panko-crumbed spiced chicken tenderloin, gherkin, chipotle aioli, lettuce, tomato and Syrah caramelised onions in a Zaida's brioche bun, with potato chips.",Ministry of Food,22,2021,,Yes,,,,,,,,,,
Vanilla Sky,"Spiced maple-glazed chicken thigh with slaw, bacon and Pickle & Pie pickles in a vanilla potato bun, with smoked paprika crisps.",Mishmosh,25,2021,,Yes,,,,,,,,,,
Miss Piggy,"Slow-roasted pork belly with apple, watercress and fennel slaw, black doris plum sauce and dill mayonnaise in a Pandoro brioche sesame seed bun.",Miss Fortune's,14,2021,,,,,Yes,,,,,,,
Rings of Seitan,"Cornflake crusted seitan 'chicken' with herb citrus salad, red cabbage slaw, 'cheese' disc, cos, spicy mayonnaise and spicy mango chutney in a purple Zaida's bun, with waffle fries and popping candy.",Mockingbird,24,2021,,,,,,,,Yes,,,,
Gangnam Style,"Slow-braised gochujang caramel braised beef short rib with pear and kimchi slaw and gochujang mayonnaise in an Arobake potato bun, with crisps.",Monsoon Poon,19,2021,Yes,,,,,,,,,,,
Proteus,"Crumbed market fish with Waldorf slaw and spicy Baxter's Original chili and lime and Garage Project Pickle Beer tartare sauce in an Arobake aqua bun, with chunky fries and salsa verde mushy peas.",Moon,23,2021,,,,,,Yes,,,,,,
The Pig and the Pickle,"Woody's Free Range pork and bacon patty with pickled prunes, Korean BBQ mayonnaise and pickled apple slaw in an Arobake milk bun, with pork wonton twists and prune dipping sauce.",Mr Go's,24,2021,,,,,Yes,,,,,,,
Grant's Catch,"Land-caught Hapuka schnitzel with pickled fennel, rocket, lemon, caper and aioli in a Prefab oli roll.",Mt Vic Chippery,18,2021,,,,,,Yes,,,,,,
Craving Cubanos,"Pulled mojo pork shoulder with sliced ham, sweet and spicy pickles, Kāpiti gruyère, Swiss cheese, habanero mustard and aioli in an Arobake ciabatta bun, with Cajun and lemon pepper shoestring fries.",Neo Café & Eatery,22,2021,,,,,Yes,,,,,,,
Tornado,"Pork belly and scotch fillet beef patty with preserved onion, sesame oil, maple bacon, steamed kale and roast capsicum sauce in a housemade milk bun, with polenta and kūmara chips with kimchi aioli.",Nikau Cafe,21,2021,Yes,,,,Yes,,,,,,,
"Ndu York, Ndu York","Spicy 'nduja' and vegan 'beef' patty with smoked scamorza, housemade vegan pastrami, battered dill pickle, beetroot red cabbage kraut and charred onion Russian mayonnaise in a Zaida's sourdough rye ciabatta bun, with chilli parmesan-salted fries and onion ash aioli.",Nolita,24,2021,,,,,,,,Yes,,,,
The Truffled Lamb,"14-hour slow-cooked shredded and twice-cooked lamb shoulder with duck fat, shallots, thyme, garlic, and truffle Portobello mushroom in a Brezelmania chilli corn bun, with handcut fries.",Oak and Vine,20,2021,,,,Yes,,,,,,,,
"Smokey, Succulent, Slammin' Salmon","Chilli and palm sugar-glazed hot smoked salmon with furikake, pickled cucumber, shredded cos and dill and caper mayonnaise in a Pandoro brioche bun, with fries and wasabi mayo.",Ohtel Pantry,24,2021,,,,,,Yes,,,,,,
Pandimiko,"Slow-cooked lamb kleftiko with tzatziki and Greek salad salsa in a housemade Zany Zeus Zorganic koulouri milk bun, with handcut feta fries.",Oikos Hellenic Cuisine,22,2021,,,,Yes,,,,,,,,
Lamb-Burghini,"Lamb patty with Zany Zeus halloumi, roasted beetroot, beetroot relish and raita in a sesame brioche bun, with handcut kūmara fries.",Oli & Mi Kitchen,20,2021,,,,Yes,,,,,,,,
Is This the G.O.A.T.?,"Goat patty with Zany Zeus smoked halloumi, apple and celery sauerkraut and spiced green tomato salsa in an Aronake potato bun, with onion rings.",Olive,27,2021,,,,,,,,,,,,
Wild and Tame,"Awatoru Wildfood venison and pork patty with wild pork bacon, smoked provolone and roasted tomato mayonnaise in an Arobake milk bun, with rosemary salted fries.",Ombra,26,2021,,,,,,,Yes,,,,,
Drunken Kereru,"Smashed brisket beef patty with Kāpiti smoked havarti, sweet and spicy pickles, whiskey BBQ sauce, habanero mustard and a potato nest in a Brezelmania pretzel bun, with a shoestring fry potato nest and cheese sauce.",One Fat Bird,26,2021,Yes,,,,,,,,,,,
Gone Fishin',"Salmon patty with caviar, citrus jelly, cucumber, rice, coconut, chilli coriander and Lot Eight Flavours of the East olive oil in a Clareville Bakery seaweed bun, with spiced kelp-seasoned potato curls.",One80 Restaurant,25,2021,,,,,,Yes,,,,,,
You Took the Meat Right Out of My Mouth,"Housemade beetloaf patty with bread and butter pickles, vegan mozzarella, iceberg and housemade dijonnaise in a Zaida's sesame bun, with avocado ranch and facon-dressed iceberg wedge.",Origin,21,2021,,,,,,,,Yes,,,,
I Can't Believe Its Not Beef!,"Smashed falafel patty with coconut yoghurt tzatziki, pomegranate molasses, pickles, tomato and lettuce in a Brezelmania sesame bun, with fries and tomato sauce.",Oviedo Cafe,18,2021,,,,,,,,Yes,,,,
El Chupacabra (The Blood Sucker),"Slow-smoked pulled New Zealand lamb, salsa verde and caramelised shallot patty stuffed with beetroot and Drunken Nanny goat cheese sauce in a seasoned charcoal savoury churro bun topped with queso drip, pico de gallo, sour cream and blue tortilla chips, with duck fat confit agria hand-cut chips and hot sauce.",Panhead Custom Ales ,25,2021,,,,Yes,,,,,,,,
V-Twin Sinner,"Double stack Primestar Angus beef patties with Swiss cheese, Whittaker's 72% Dark Ghana and chipotle mole, vanilla smore-sapone and tomatillo salsa in a Brezelmania potato bun, with cinnamon sugar-dusted corn chips and smore-sapone dip.",Panhead Tory Street,26,2021,Yes,,,,,,,,,,,
Under the Sea,"Smoked fish and coconut patty with cucumber, seaweed and ginger salad and wasabi dashi mayonnaise in a Brezelmania coconut bun, with prawn crackers.",Park Kitchen,25,2021,,,,,,Yes,,,,,,
Out of the Bush,"Waikanae Butchery wallaby and pork patty with provola piccante, agrodolce onions, oyster mushrooms, curly lettuce, mayonnaise and BBQ sauce in a housemade sesame seed bun, with potato shoestrings.",Passo Pizza Pasta Caffe`,25,2021,,,,,Yes,,,,,,,
Deli Classic,"Pepper-crusted beef with truffle cheese sauce, mushroom, capsicum and onions in a Dough Bakery brewers grain bun, with gravy, dill pickles and fries.",Pickle & Pie,26,2021,Yes,,,,,,,,,,,
Cracklin' Rapa,"Slow-roasted Longbush pork belly with pork crackling, Pinehaven Orchard apple purée, housemade kimchi and lettuce in a Clareville Bakery brioche bun, with handcut chips.",Pinocchio,24,2021,,,,,Yes,,,,,,,
That's How the Chookie Crumbles,"Deep-fried char siu chicken with Shoots NZ cos, cucumber, spring onion, Grafters Honey and char siu gravy in a cookie-topped Hokkaido milk bun, with triple-fried handcut fries and housemade seasoning.",Pomelo Kitchen and Bar ,25,2021,,Yes,,,,,,,,,,
K-Pop,"Nam jim-dunked ramen-crusted fried chicken dusted with an oriental spice mix salt dust with slivered radish, pickled ginger, iceberg and 'stir fry' mayo in a Brezelmania sesame bun with hurricane corn and a ramen sachet.",POP,25,2021,,Yes,,,,,,,,,,
The Übermensch,"Braised beef cheek with 21-day dry-aged beef smash patty, crumbed Scotty's Meats smoked bacon, housemade sauerkraut, pickle and red onion slaw, Garage Project Pickle Beer cheese, dill cream and Huffman's hot sauce mayonnaise in a sesame seed milk bun, with fries and hot sauce mayonnaise.",Portlander Bar and Grill,25,2021,Yes,,,,,,,,,,,
Get it Before its S'Gone!,"Pure South beef patty with smoked cheese, pickles, American mustard and Baxter's Original BBQ sauce in a housemade cheese scone, with a Caesar salad.",Pravda Café and Grill,25,2021,Yes,,,,,,,,,,,
Brisk Me Down,"Slow-cooked pulled brisket with Premier Beehive streaky bacon, pickled onions, ranch slaw and barbeque sauce in a charcoal black brioche bun, with crinkle-cut seasoned fries and aioli.",Queen of Jackson,24,2021,Yes,,,,,,,,,,,
Beef Me Up Scottie Mac,"Char-grilled Pure South prime steer scotch fillet with smoked mac 'n' cheese, baby spinach, caramelised onion, housemade aioli and Baxter's Original sweet and smoke sauce in a Cafe Lane brioche bun, with handcut chunky chips.",Refinery Bar & Eatery,25,2021,Yes,,,,,,,,,,,
The Yin and Yang,"Paua patty with line-caught fish fillet, tomato, pickled onion, lettuce and mayonnaise in a Pandoro brioche bun, with kūmara fries.",Restaurant 88,21,2021,,,,,,Yes,,,,,,
The Soul,"Grilled black bean, sweet corn and baby pea patty with vegan mozzarella sauce and grilled Portobello mushroom steak in a housemade pumpkin bun, with french fries.",Rock Yard Restaurant,23,2021,,,,,,,,Yes,,,,
Sticky Sichuation,"Free range Sichuan-style fried chicken thigh with Sichuan-style pickled cucumber, Sichuan-style spiced peanuts and Sichuan-style sauce in an Arobake potato bun, with prawn crackers.",Rogue & Vagabond,16,2021,,Yes,,,,,,,,,,
Rub You the Rogue Way,"Double Primestar beef patties with cheddar, fried pickles, jalapeños tossed in housemade rub and sweet and tangy horseradish mayonnaise in a Catering Studio milk bun, with skin-on shoestring fries.",Rogue Burger,25,2021,Yes,,,,,,,,,,,
Can't Get a Beerria,"Smashed beef patty with Birria beef brisket, pepper jack cheese, pickled onions, chipotle mayonnaise and salsa roja in a Brezelmania potato bun, with skin-on beef fat shoestring fries and Birria beef dipping broth.",Rosie's Red Hot Pop Up,20,2021,Yes,,,,,,,,,,,
Chilli Pickle Rick,"Habanero-dusted chicken fat dipped fried chicken thigh with maple pickle, bacon and candied chilli ice cream, American cheese, honey-pot burger sauce and dill pickles in a Brezelmania buttered potato bun, with crispy fried potatoes.",Rosie's Red-Hot Cantina & Taco Joint,29,2021,,Yes,,,,,,,,,,
"Oh, Deer!","Pure South sirloin venison steak with lemongrass, garlic, pepper, cucumber, coriander, caramelised onion, pickled carrot and daikon, lettuce and an Asian-style chilli mayonnaise in a Pandoro sesame bun, with a sesame rice cracker.",Saigon Taste Restaurant,20,2021,,,,,,,Yes,,,,,
Cha Bánh-ger,"Charcoal grill Woody's farm pork patty with, fresh coriander, mint, carrot daikon pickles, homemade Vietnamese chilly aioli and rich onion soup on Banh Mi (Vietnamese) Bun with chilli salted pineapple and apple cubes",Saigon Van Grill Bar,19,2021,,,,,Yes,,,,,,,
"The Warren Maxwell a.k.a. Home, Land and Sea","Beef patty with Tora Collective paua foie gras, American cheese, housemade pickle, onion and special sauce in a Clareville Bakery black truffle infused milk bun, with handcut agria nori fries.",Saint Sebastian,25,2021,Yes,,,,,Yes,,,,,,
Pig and Prawn Cocktail,"Woody’s Free Range Farm pork and apple patty with a crispy prawn 'cocktail', Marie Rose sauce and bacon in a polenta bun, with kūmara crisps and pickles.",Salty Pidgin,25,2021,,,,,Yes,,,,,,,
Mana Steakinator,"Preston's Master Butchers rolled rib braised beef with caramelised pineapple, Kāpiti Pakari blackcurrant aged cheddar, iceberg, bread and butter pickles and Prana Greens microgreens in a Zaida's cinnamon and star anise bun, with curly fries and spiced aioli.",Sandbar Mana,27,2021,Yes,,,,,,,,,,,
The Wrangler,"Island Bay Butchery beef brisket patty with gorgonzola macaroni, caramelised onion, rocket and housemade jalapeño chutney in a Zaida's brioche bun.",Santeria,18,2021,Yes,,,,,,,,,,,
Joe Pesce,"Crumbed silver dory with deep-fried calamari rings, salsa verde tartare sauce, Swiss cheese and iceberg in a Brezelmania glazed milk bun, with lemon pepper fries.",Scopa,23,2021,,,,,,Yes,,,,,,
Scorch-Moo-Rama,"Beef patty stuffed with BBQ pulled pork and bacon, rolled with cumin gouda, Kāpiti smoked cheese and aged cheddar with buttermilk chipotle onion rings, shredded lettuce and housemade burger sauce in a Brezelmania beetroot bun, with fries and aioli.",Scorch-O-Rama,25,2021,Yes,,,,,,,,,,,
Out of Luck,"Five-spiced braised duck with honey balsamic glazed chorizo, pickled apple and celeriac slaw and basil aioli in a Shelly Bay Baker brioche bun, with handcut chips.",Seashore Cabaret Cafe,22,2021,,,Yes,,,,,,,,,
